,Título,Título_original,Genero,Idioma,Actores,Colección/Saga,Duración(min),Lanzamiento,Estado,Origen,Nota,Votos,Ingresos,Presupuesto,Beneficios,id
3953,Spider-Man: Beyond the Spider-Verse,Spider-Man: Beyond the Spider-Verse,"['Animación', 'Acción', 'Aventura', 'Ciencia ficción']",['English'],"['Shameik Moore', 'Hailee Steinfeld', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Oscar Isaac', 'Jake Johnson', 'Jason Schwartzman', 'Issa Rae', 'Daniel Kaluuya', 'Nicolas Cage', 'Shameik Moore', 'Hailee Steinfeld', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Oscar Isaac', 'Jake Johnson', 'Jason Schwartzman', 'Issa Rae', 'Daniel Kaluuya', 'Nicolas Cage']",True,0,None,En producción,['US'],0.0,0,0,0,0,911916
3954,Matar a Santa,Fatman,"['Acción', 'Comedia', 'Fantasía']",['English'],"['Mel Gibson', 'Walton Goggins', 'Marianne Jean-Baptiste', 'Chance Hurstfield', 'Susanne Sutchy', 'Robert Bockstael', 'Michael Dyson', 'Deborah Grover', 'Ellison Grier Butler', 'Eric Woolfe', 'Mel Gibson', 'Walton Goggins', 'Marianne Jean-Baptiste', 'Chance Hurstfield', 'Susanne Sutchy', 'Robert Bockstael', 'Michael Dyson', 'Deborah Grover', 'Ellison Grier Butler', 'Eric Woolfe']",False,100,2020-10-19,Ya en cines,['US'],5.533,789,1651413,20000000,-18348587,602211
3955,Who Am I: Ningún sistema es seguro,Who Am I - Kein System ist sicher,['Suspense'],"['English', 'German']","['Tom Schilling', ""Elyas M'Barek"", 'Wotan Wilke Möhring', 'Antoine Monot Jr.', 'Hannah Herzsprung', 'Trine Dyrholm', 'Stephan Kampwirth', 'Leopold Hornung', 'Katharina Matz', 'Marten Borgwardt', 'Tom Schilling', ""Elyas M'Barek"", 'Wotan Wilke Möhring', 'Antoine Monot Jr.', 'Hannah Herzsprung', 'Trine Dyrholm', 'Stephan Kampwirth', 'Leopold Hornung', 'Katharina Matz', 'Marten Borgwardt']",False,102,2014-09-25,Ya en cines,['DE'],7.6,1458,7700259,0,7700259,284427
3956,Kickboxer,Kickboxer,"['Acción', 'Suspense', 'Drama']",['English'],"['Jean-Claude Van Damme', 'Dennis Alexio', 'Dennis Chan Kwok-San', 'Michel Qissi', 'Haskell V. Anderson III', 'Rochelle Ashana', 'Richard Foo', 'Ricky Liu', 'Thomas Sin Ho-Ying', 'Tony Chan', 'Jean-Claude Van Damme', 'Dennis Alexio', 'Dennis Chan Kwok-San', 'Michel Qissi', 'Haskell V. Anderson III', 'Rochelle Ashana', 'Richard Foo', 'Ricky Liu', 'Thomas Sin Ho-Ying', 'Tony Chan']",True,103,1989-04-20,Ya en cines,['US'],6.788,1324,14697005,1500000,13197005,10222
3957,Danny the Dog,Unleashed,"['Acción', 'Crimen']",['English'],"['Jet Li', 'Morgan Freeman', 'Bob Hoskins', 'Kerry Condon', 'Vincent Regan', 'Dylan Brown', 'Tamer Hassan', 'Phyllida Law', 'Michael Jenn', 'Carole Ann Wilson', 'Jet Li', 'Morgan Freeman', 'Bob Hoskins', 'Kerry Condon', 'Vincent Regan', 'Dylan Brown', 'Tamer Hassan', 'Phyllida Law', 'Michael Jenn', 'Carole Ann Wilson']",False,125,2005-02-02,Ya en cines,"['FR', 'GB', 'US']",6.91,1909,50871113,45000000,5871113,10027
3958,Camp Hideout,Camp Hideout,"['Familia', 'Comedia']",['English'],"['Corbin Bleu', 'Ethan Drew', 'Amanda Leighton', 'Christopher Lloyd', 'Tyler Kowalski', 'Zion Wyatt', 'Jenna Raine Simmons', 'Josh Inocalla', 'Joshua Childs', 'Luca Alexander']",False,100,2023-09-15,Ya en cines,['US'],5.8,13,1100000,3500000,-2400000,917594
3959,Ocho sentencias de muerte,Kind Hearts and Coronets,"['Comedia', 'Crimen']",['English'],"['Dennis Price', 'Alec Guinness', 'Joan Greenwood', 'Valerie Hobson', 'Audrey Fildes', 'Miles Malleson', 'Clive Morton', 'John Penrose', 'Cecil Ramage', 'Hugh Griffith']",False,106,1949-06-21,Ya en cines,['GB'],7.679,510,0,0,0,11898
3960,Algo para recordar,Sleepless in Seattle,"['Comedia', 'Drama', 'Romance']",['English'],"['Tom Hanks', 'Meg Ryan', 'Bill Pullman', 'Ross Malinger', ""Rosie O'Donnell"", 'Gaby Hoffmann', 'Rita Wilson', 'Victor Garber', 'Rob Reiner', 'Tom Riis Farrell', 'Tom Hanks', 'Meg Ryan', 'Bill Pullman', 'Ross Malinger', ""Rosie O'Donnell"", 'Gaby Hoffmann', 'Rita Wilson', 'Victor Garber', 'Rob Reiner', 'Tom Riis Farrell']",False,105,1993-06-24,Ya en cines,['US'],6.7,2242,227799884,21000000,206799884,858
3961,Phantom,Phantom,['Suspense'],['English'],"['Ed Harris', 'David Duchovny', 'Lance Henriksen', 'William Fichtner', 'Johnathon Schaech', 'Jason Beghe', 'Dagmara Domińczyk', 'Derek Magyar', 'Sean Patrick Flanery', 'Jason Gray-Stanford']",False,99,2013-01-03,Ya en cines,['US'],5.838,303,1034589,10000000,-8965411,152259
3962,El molino,The Mill,"['Ciencia ficción', 'Terror']",['English'],"['Lil Rel Howery', 'Pat Healy', 'Karen Obilom', 'Patrick Fischler', 'Getchie Argetsinger', 'Jaiden K. Brown', 'Blair Wilson', 'Allya F. Robinson', 'Lil Rel Howery', 'Pat Healy', 'Karen Obilom', 'Patrick Fischler', 'Getchie Argetsinger', 'Jaiden K. Brown', 'Blair Wilson', 'Allya F. Robinson']",False,106,2023-10-09,Ya en cines,['US'],5.911,55,0,0,0,1081400
3963,Captivity (Cautivos),Captivity,"['Crimen', 'Terror', 'Suspense']",['English'],"['Elisha Cuthbert', 'Daniel Gillies', 'Pruitt Taylor Vince', 'Laz Alonso', 'Chrysta Olson', 'Michael Harney', 'Carl Paoli', 'Trent Broin', 'Remy Thorne', 'Olivia Negron', 'Elisha Cuthbert', 'Daniel Gillies', 'Pruitt Taylor Vince', 'Laz Alonso', 'Chrysta Olson', 'Michael Harney', 'Carl Paoli', 'Trent Broin', 'Remy Thorne', 'Olivia Negron']",False,92,2007-03-01,Ya en cines,['US'],4.9,403,10921200,17000000,-6078800,14125
3964,El regreso de la pantera rosa,The Return of the Pink Panther,"['Comedia', 'Crimen', 'Misterio']",['English'],"['Peter Sellers', 'Christopher Plummer', 'Catherine Schell', 'Herbert Lom', 'Peter Arne', 'Peter Jeffrey', 'Grégoire Aslan', 'David Lodge', 'Graham Stark', 'Eric Pohlmann', 'Peter Sellers', 'Christopher Plummer', 'Catherine Schell', 'Herbert Lom', 'Peter Arne', 'Peter Jeffrey', 'Grégoire Aslan', 'David Lodge', 'Graham Stark', 'Eric Pohlmann']",True,110,1975-05-21,Ya en cines,"['GB', 'US']",6.796,566,41833347,5000000,36833347,11843
3965,Kill Shot,Kill Shot,['Acción'],['English'],"['Rib Hillis', 'Rachel Cook', 'Todd Gordon', 'Ari Novak', 'Xian Mikol', 'Mara Ohara', 'Anaya Patel', 'Jeff Medley', 'Bobby Maximus', 'Joe Cebula']",False,93,2023-08-15,Ya en cines,['US'],4.2,12,0,0,0,1134055
3966,The Client List,The Client List,"['Drama', 'Película de TV']",['English'],"['Jennifer Love Hewitt', 'Teddy Sears', 'Sonja Bennett', 'Lynda Boyd', 'Chelah Horsdal', 'Heather Doerksen', 'Kacey Rohl', 'Kandyse McClure', 'Cybill Shepherd', 'Andy Nez', 'Jennifer Love Hewitt', 'Teddy Sears', 'Sonja Bennett', 'Lynda Boyd', 'Chelah Horsdal', 'Heather Doerksen', 'Kacey Rohl', 'Kandyse McClure', 'Cybill Shepherd', 'Andy Nez']",False,88,2010-07-19,Ya en cines,['US'],5.8,238,0,0,0,41180
3967,Cuando menos te lo esperas...,Something's Gotta Give,"['Drama', 'Comedia', 'Romance']","['French', 'English']","['Jack Nicholson', 'Diane Keaton', 'Keanu Reeves', 'Frances McDormand', 'Amanda Peet', 'Jon Favreau', 'Paul Michael Glaser', 'Rachel Ticotin', 'Paige Butcher', 'Tanya Sweet']",False,133,2003-12-12,Ya en cines,['US'],6.625,1523,270000000,80000000,190000000,6964
3968,Bigger,Bigger,['Drama'],['English'],"['Tyler Hoechlin', 'Aneurin Barnard', 'Colton Haynes', 'Julianne Hough', 'DJ Qualls', 'Victoria Justice', 'Kevin Durand', 'Steve Guttenberg', 'Max Martini', 'Robert Forster', 'Tyler Hoechlin', 'Aneurin Barnard', 'Colton Haynes', 'Julianne Hough', 'DJ Qualls', 'Victoria Justice', 'Kevin Durand', 'Steve Guttenberg', 'Max Martini', 'Robert Forster']",False,107,2018-10-13,Ya en cines,['US'],6.629,62,0,0,0,481370
3969,Los últimos días del Edén,Medicine Man,"['Aventura', 'Drama', 'Romance']",['English'],"['Sean Connery', 'Lorraine Bracco', 'José Wilker', 'Rodolfo De Alexandre', 'Francisco Tsiren Tsere Rereme', 'Elias Monteiro Da Silva', 'Edinei Maria Serrio Dos Santos', 'Bec-Kana-Re Dos Santos Kaiapo', 'Angelo Barra Moreira', 'José Lavat']",False,104,1992-02-07,Ya en cines,['US'],6.0,353,45500797,40000000,5500797,9096
3970,Scooby-Doo Misterio en el circo,Big Top Scooby-Doo!,"['Familia', 'Animación', 'Comedia', 'Misterio']",['English'],"['Frank Welker', 'Mindy Cohn', 'Grey DeLisle', 'Matthew Lillard', 'Greg Ellis', 'Maurice LaMarche', 'Peter Stormare', 'Jeff Dunham', 'Carlos Ferro', 'Jess Harnell', 'Frank Welker', 'Mindy Cohn', 'Grey DeLisle', 'Matthew Lillard', 'Greg Ellis', 'Maurice LaMarche', 'Peter Stormare', 'Jeff Dunham', 'Carlos Ferro', 'Jess Harnell']",False,81,2012-10-09,Ya en cines,['US'],7.8,192,0,0,0,119321
3971,Rojos,Reds,"['Drama', 'Historia', 'Romance']","['English', 'Finnish', 'French', 'German', 'Italian', 'Russian']","['Warren Beatty', 'Diane Keaton', 'Edward Herrmann', 'Jerzy Kosiński', 'Jack Nicholson', 'Paul Sorvino', 'Maureen Stapleton', 'Nicolas Coster', 'M. Emmet Walsh', 'Ian Wolfe']",False,200,1981-12-25,Ya en cines,['US'],6.898,315,40382659,35000000,5382659,18254
3972,Las edades de Lulú,Las edades de Lulú,['Drama'],['Spanish'],"['Francesca Neri', 'Óscar Ladoire', 'María Barranco', 'Fernando Guillén Cuervo', 'Rosana Pastor', 'Javier Bardem', 'Juan Graell', 'Rodrigo Valverde', 'Pilar Bardem', 'Marta May', 'Francesca Neri', 'Óscar Ladoire', 'María Barranco', 'Fernando Guillén Cuervo', 'Rosana Pastor', 'Javier Bardem', 'Juan Graell', 'Rodrigo Valverde', 'Pilar Bardem', 'Marta May']",False,95,1990-12-03,Ya en cines,['ES'],6.376,255,0,0,0,53932
3973,Río Bravo (River Wild),River Wild,"['Misterio', 'Suspense', 'Aventura']",['English'],"['Adam Brody', 'Leighton Meester', 'Taran Killam', 'Olivia Swann', 'Eve Connolly', 'Nicholas Wittman', 'Courtney Chen', 'Matt Devere', 'Adam Brody', 'Leighton Meester', 'Taran Killam', 'Olivia Swann', 'Eve Connolly', 'Nicholas Wittman', 'Courtney Chen', 'Matt Devere']",False,91,2023-08-01,Ya en cines,['US'],6.555,137,0,0,0,1000475
3974,El Último Baile De Magic Mike,Magic Mike's Last Dance,"['Comedia', 'Drama', 'Romance']","['Spanish', 'English', 'Portuguese']","['Channing Tatum', 'Salma Hayek Pinault', 'Ayub Khan-Din', 'Ethan Lawrence', 'Juliette Motamed', 'Alan Cox', 'Caitlin Gerard', 'Vicki Pepperdine', 'Suzanne Bertish', 'Christopher Bencomo']",True,112,2023-02-09,Ya en cines,['US'],6.697,427,52000000,45000000,7000000,906221
3975,Evangelion: 1.0 You Are (Not) Alone,ヱヴァンゲリヲン新劇場版：序,"['Animación', 'Ciencia ficción', 'Acción', 'Drama']",['Japanese'],"['Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi', 'Yuriko Yamaguchi', 'Akira Ishida', 'Fumihiko Tachiki', 'Motomu Kiyokawa', 'Miki Nagasawa', 'Takehito Koyasu', 'Tomokazu Seki', 'Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi', 'Yuriko Yamaguchi', 'Akira Ishida', 'Fumihiko Tachiki', 'Motomu Kiyokawa', 'Miki Nagasawa', 'Takehito Koyasu', 'Tomokazu Seki']",True,97,2007-09-01,Ya en cines,['JP'],7.605,892,20121073,7000000,13121073,15137
3976,Ernest y Célestine,Ernest et Célestine,"['Animación', 'Comedia', 'Drama', 'Familia', 'Aventura']",['French'],"['Anne-Marie Loop', 'Lambert Wilson', 'Pauline Brunner', 'Patrice Melennec', 'Brigitte Virtudes', 'Léonard Louf', 'Dominique Maurin', 'Féodor Atkine', 'Vincent Grass', 'Patrice Dozier', 'Anne-Marie Loop', 'Lambert Wilson', 'Pauline Brunner', 'Patrice Melennec', 'Brigitte Virtudes', 'Léonard Louf', 'Dominique Maurin', 'Féodor Atkine', 'Vincent Grass', 'Patrice Dozier']",True,80,2012-12-12,Ya en cines,['FR'],7.782,570,8109160,12516654,-4407494,126319
3977,Furia ciega,Blind Fury,"['Acción', 'Suspense']","['English', 'Vietnamese']","['Rutger Hauer', ""Terry O'Quinn"", 'Brandon Call', 'Charles Cooper', 'Noble Willingham', 'Lisa Blount', 'Meg Foster', 'Sho Kosugi', 'Randall ""Tex"" Cobb', 'Nick Cassavetes']",False,86,1989-08-17,Ya en cines,['US'],6.558,430,2700000,20000000,-17300000,19124
3978,Aterrados,Aterrados,['Terror'],['Spanish'],"['Maxi Ghione', 'Norberto Gonzalo', 'Elvira Onetto', 'George Lewis', 'Julieta Vallina', 'Demián Salomón', 'Agustín Rittano', 'Natalia Señorales', 'Matias Rascovschi', 'Lorenzo Langer']",False,85,2018-05-03,Ya en cines,['AR'],6.663,589,0,0,0,489430
3979,Vanguard,急先锋,"['Comedia', 'Suspense', 'Acción', 'Aventura']","['Hindi', 'English', 'Mandarin']","['Jackie Chan', 'Yang Yang', 'Allen Ai Lun', 'Jackson Liu', 'Miya Muqi', 'Zhu Zhengting', 'Can Aydin', 'Sayed Badreya', 'Wang Yanlong', 'Temur Mamisashvili', 'Jackie Chan', 'Yang Yang', 'Allen Ai Lun', 'Jackson Liu', 'Miya Muqi', 'Zhu Zhengting', 'Can Aydin', 'Sayed Badreya', 'Wang Yanlong', 'Temur Mamisashvili']",False,107,2020-09-30,Ya en cines,"['CN', 'GB', 'HK', 'TW']",6.257,480,50866901,0,50866901,604822
3980,Viking: Bloodlust,Viking: Bloodlust,"['Acción', 'Historia']",['English'],"['Stephen Samson', 'Madalena Alberto', 'Jodyanne Richardson', 'Jamie Sordyl', 'Andrea Bechis', 'Julia Quayle', 'Steevan Glover', 'Gaston Alexander', 'Simon Ellis', 'Greg Keith']",False,82,2023-04-21,Ya en cines,['GB'],6.818,74,0,0,0,1049951
3981,La vieja guardia,The Old Guard,"['Acción', 'Fantasía']","['English', 'Arabic', 'French', 'Italian', 'Russian']","['Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts', 'Marwan Kenzari', 'Luca Marinelli', 'Chiwetel Ejiofor', 'Harry Melling', 'Veronica Ngo', 'Natacha Karam', 'Anamaria Marinca']",True,125,2020-07-10,Ya en cines,['US'],7.152,3998,0,70000000,-70000000,547016
3982,El milagro (Miracle),Miracle,"['Drama', 'Historia']",['English'],"['Kurt Russell', 'Patricia Clarkson', 'Noah Emmerich', 'Sean McCann', 'Kenneth Welsh', 'Eddie Cahill', ""Patrick O'Brien Demsey"", 'Michael Mantenuto', 'Fred Keating', 'Philip Maurice Hayes']",False,135,2004-02-06,Ya en cines,['US'],7.067,563,64400000,28000000,36400000,14292
3983,Atrapado en un pirado,Meet Dave,"['Comedia', 'Ciencia ficción', 'Aventura', 'Familia']",['English'],"['Eddie Murphy', 'Elizabeth Banks', 'Gabrielle Union', 'Scott Caan', 'Ed Helms', 'Kevin Hart', ""Mike O'Malley"", 'Pat Kilbane', 'Judah Friedlander', 'Marc Blucas']",False,90,2008-07-08,Ya en cines,['US'],5.272,1360,50650079,60000000,-9349921,11260
3984,Mi policía,My Policeman,"['Drama', 'Romance']",['English'],"['Harry Styles', 'Emma Corrin', 'David Dawson', 'Gina McKee', 'Rupert Everett', 'Linus Roache', 'Kadiff Kirwan', 'Dora Davis', 'Andrew Tiernan', 'Jack Bandeira']",False,114,2022-10-20,Ya en cines,"['US', 'GB']",7.7,636,0,0,0,744114
3985,Érase una vez en China II,黃飛鴻之二 男兒當自強,"['Acción', 'Comedia']","['Cantonese', 'English']","['Jet Li', 'Rosamund Kwan', 'Max Mok Siu-Chung', 'Donnie Yen', 'David Chiang Da-Wei', 'Xiong Xinxin', 'Yen Shi-Kwan', 'Leung Yat-Ho', 'Paul Fonoroff', 'Michael Miller']",True,113,1992-04-16,Ya en cines,['HK'],7.143,228,30399676,0,30399676,10618
3986,1618,1618,"['Historia', 'Drama']","['Hebrew', 'Portuguese']","['Arlete de Sousa', 'Catarina Lacerda', 'Fábio Alves', 'Hugo Olim', 'Ivo Bastos', 'Mafalda Banquart', 'Nuno J. Loureiro', 'Viriato Morais', 'Francisco Beatriz', 'Valter Teixeira']",False,85,2023-04-07,Ya en cines,['PT'],4.2,4,0,0,0,813729
3987,Tres Reinos: La Resurreccion del Dragon,三国之见龙卸甲,"['Acción', 'Historia', 'Drama']","['Cantonese', 'Mandarin']","['Andy Lau', 'Sammo Hung', 'Maggie Q', 'Damian Lau', 'Ti Lung', 'Elliot Ngok', 'Andy On', 'Yu Rongguang', 'Chen Zhihui', 'Vanness Wu']",False,102,2008-04-03,Ya en cines,"['CN', 'HK']",6.2,115,0,0,0,14538
3988,Black Dynamite,Black Dynamite,"['Comedia', 'Acción']","['English', 'Italian']","['Michael Jai White', 'Arsenio Hall', 'Tommy Davidson', 'Kevin Chapman', 'Richard Edson', 'Bokeem Woodbine', 'Buddy Lewis', 'Irwin Keyes', 'Miguel A. Núñez Jr.', 'Nicole Ari Parker']",False,85,2009-10-16,Ya en cines,['US'],7.108,590,296557,2900000,-2603443,24804
3989,Rebeca,Rebecca,"['Romance', 'Drama', 'Misterio', 'Suspense']","['English', 'French']","['Lily James', 'Armie Hammer', 'Kristin Scott Thomas', 'Keeley Hawes', 'Ann Dowd', 'Sam Riley', 'Tom Goodman-Hill', 'Mark Lewis Jones', 'John Hollingworth', 'Bill Paterson']",False,123,2020-10-16,Ya en cines,"['US', 'GB']",6.298,1046,0,0,0,505379
3990,Érase una vez...,Come Away,"['Fantasía', 'Aventura']",['English'],"['Angelina Jolie', 'Jordan A. Nash', 'Keira Chansa', 'Michael Caine', 'Gugu Mbatha-Raw', 'Derek Jacobi', 'Anna Chancellor', 'Clarke Peters', 'Johanna Thea', 'Carter Thomas']",False,94,2020-11-12,Ya en cines,"['JP', 'GB', 'US']",5.821,274,1746860,0,1746860,527400
3991,Exploradores,Explorers,"['Familia', 'Ciencia ficción', 'Fantasía']","['English', 'German']","['Ethan Hawke', 'River Phoenix', 'Jason Presson', 'Amanda Peterson', 'Bobby Fite', 'Dana Ivey', 'Bradley Gregg', 'Georg Olden', 'Chance Schwass', 'Danny Nucci']",False,102,1985-07-12,Ya en cines,['US'],6.2,432,9900000,25000000,-15100000,9872
3992,Paranormal Activity 3,Paranormal Activity 3,"['Terror', 'Misterio']",['English'],"['Katie Featherston', 'Sprague Grayden', 'Lauren Bittner', 'Christopher Nicholas Smith', 'Chloe Csengery', 'Jessica Tyler Brown', 'Marilyn Alex', 'Dustin Ingram', 'Jessica Berger', 'Maria Olsen', 'Katie Featherston', 'Sprague Grayden', 'Lauren Bittner', 'Christopher Nicholas Smith', 'Chloe Csengery', 'Jessica Tyler Brown', 'Marilyn Alex', 'Dustin Ingram', 'Jessica Berger', 'Maria Olsen']",True,83,2011-10-19,Ya en cines,['US'],5.9,2105,207039844,5000000,202039844,72571
3993,Stomp the Yard: Ritmo salvaje,Stomp the Yard,"['Drama', 'Música']",['English'],"['Columbus Short', 'Meagan Good', 'Ne-Yo', 'Darrin Henson', 'Jermaine Williams', 'Chris Brown', 'Laz Alonso', 'Brian J. White', 'Valarie Pettiford', 'Harry Lennix']",True,114,2007-05-16,Ya en cines,['US'],7.004,426,75511123,13000000,62511123,1931
3994,Ma mère (Mi madre),Ma mère,['Drama'],"['English', 'French', 'German', 'Spanish']","['Isabelle Huppert', 'Louis Garrel', 'Joana Preiss', 'Emma de Caunes', 'Jean-Baptiste Montagut', 'Dominique Reymond', 'Olivier Rabourdin', 'Philippe Duclos', 'Pascal Tokatlian', 'Théo Hakola', 'Isabelle Huppert', 'Louis Garrel', 'Joana Preiss', 'Emma de Caunes', 'Jean-Baptiste Montagut', 'Dominique Reymond', 'Olivier Rabourdin', 'Philippe Duclos', 'Pascal Tokatlian', 'Théo Hakola']",False,110,2004-05-19,Ya en cines,['FR'],4.524,144,0,0,0,48266
3995,The Jack in the Box: El despertar,The Jack in the Box: Awakening,['Terror'],['English'],"['Matt McClure', 'Mollie Hindle', 'James Swanton', 'Nicola Wright', 'Nicholas Anscombe', 'Michaela Longden', 'Erina Mashate', 'Jason Farries', 'Victor Mellors', 'Ben Walters', 'Matt McClure', 'Mollie Hindle', 'James Swanton', 'Nicola Wright', 'Nicholas Anscombe', 'Michaela Longden', 'Erina Mashate', 'Jason Farries', 'Victor Mellors', 'Ben Walters']",True,89,2022-02-24,Ya en cines,['GB'],6.299,321,195189,0,195189,801071
3996,Chinese Zodiac: La armadura de Dios,十二生肖,"['Acción', 'Aventura']","['Mandarin', 'English', 'French', 'Spanish', 'Russian']","['Jackie Chan', 'Yao Xingtong', 'Kwon Sang-woo', 'Zhang Lanxin', 'Liao Fan', 'Laura Weissbecker', 'Rosario Amedeo', 'Vincent Sze', 'Oliver Platt', 'Aventurina King']",True,123,2012-12-20,Ya en cines,"['CN', 'HK']",6.2,773,171300000,26000000,145300000,98567
3997,El final de la cuenta atrás,The Final Countdown,"['Bélica', 'Acción', 'Ciencia ficción']","['Russian', 'English', 'Japanese']","['Kirk Douglas', 'Martin Sheen', 'Katharine Ross', 'James Farentino', ""Ron O'Neal"", 'Charles Durning', 'Victor Mohica', 'James Coleman', 'Soon-Tek Oh', 'Alvin Ing']",False,103,1980-01-31,Ya en cines,['US'],6.6,559,16647800,12000000,4647800,8738
3998,Vive dentro,It Lives Inside,"['Terror', 'Misterio']","['English', 'Hindi']","['Megan Suri', 'Neeru Bajwa', 'Mohana Krishnan', 'Betty Gabriel', 'Vik Sahay', 'Gage Marsh', 'Beatrice Kitsos', 'Jamie Ives', 'Siddhartha Minhas', 'Saisha Ram Muni', 'Megan Suri', 'Neeru Bajwa', 'Mohana Krishnan', 'Betty Gabriel', 'Vik Sahay', 'Gage Marsh', 'Beatrice Kitsos', 'Jamie Ives', 'Siddhartha Minhas', 'Saisha Ram Muni']",False,99,2023-09-06,Ya en cines,['US'],6.0,187,4800000,0,4800000,1024773
3999,La tienda,Needful Things,"['Drama', 'Terror']",['English'],"['Max von Sydow', 'Ed Harris', 'Bonnie Bedelia', 'Amanda Plummer', 'J.T. Walsh', 'Ray McKinnon', 'Duncan Fraser', 'Valri Bromfield', 'Shane Meier', 'William Morgan Sheppard']",False,120,1993-08-27,Ya en cines,['US'],6.216,505,15185672,0,15185672,10657
4000,Ven a Jugar,Come Play,"['Terror', 'Misterio', 'Suspense']",['English'],"['Gillian Jacobs', 'John Gallagher Jr.', 'Azhy Robertson', 'Winslow Fegley', 'Jayden Marine', 'Gavin MacIver-Wright', 'Dalmar Abuzeid', 'Eboni Booth', 'Rachel Wilson', 'Alana-Ashley Marques', 'Gillian Jacobs', 'John Gallagher Jr.', 'Azhy Robertson', 'Winslow Fegley', 'Jayden Marine', 'Gavin MacIver-Wright', 'Dalmar Abuzeid', 'Eboni Booth', 'Rachel Wilson', 'Alana-Ashley Marques']",False,96,2020-10-28,Ya en cines,['US'],6.403,638,8119285,9000000,-880715,571384
4001,El aparcacoches,The Valet,"['Comedia', 'Romance']","['English', 'Spanish']","['Eugenio Derbez', 'Samara Weaving', 'Max Greenfield', 'Betsy Brandt', 'Marisol Nichols', 'Amaury Nolasco', 'Carmen Salinas', 'Noemi Gonzalez', 'Armando Hernández', 'Carlos Santos']",False,124,2022-05-11,Ya en cines,['US'],7.57,516,0,0,0,810171
4002,Toy Story: El Tiempo Perdido,Toy Story That Time Forgot,"['Animación', 'Familia', 'Aventura', 'Comedia']",['English'],"['Kristen Schaal', 'Kevin McKidd', 'Tom Hanks', 'Tim Allen', 'Emily Hahn', 'Steve Purcell', 'R.C. Cope', 'Emma Hudak', 'Wallace Shawn', 'Jonathan Kydd', 'Kristen Schaal', 'Kevin McKidd', 'Tom Hanks', 'Tim Allen', 'Emily Hahn', 'Steve Purcell', 'R.C. Cope', 'Emma Hudak', 'Wallace Shawn', 'Jonathan Kydd']",False,22,2014-12-02,Ya en cines,['US'],7.013,936,0,0,0,256835
4003,En acto de servicio,Line of Duty,"['Suspense', 'Crimen', 'Acción']",['English'],"['Giancarlo Esposito', 'Dina Meyer', 'Courtney Eaton', 'Ben McKenzie', 'Aaron Eckhart', 'Jessica Lu', 'David Shae', 'Betsy Landin', 'MWW Michael Wilkerson', 'Jonathan  Aidan Cockrell']",False,110,2019-12-25,Ya en cines,"['US', 'GB']",5.9,303,646389,0,646389,346709
4004,Hard Candy,Hard Candy,"['Drama', 'Suspense']",['English'],"['Elliot Page', 'Patrick Wilson', 'Sandra Oh', 'Odessa Rae', 'G.J. Echternkamp', 'Cori Bright']",False,104,2005-01-14,Ya en cines,['US'],6.826,2457,7000000,950000,6050000,2652
4005,Giro inesperado,Twisted,"['Acción', 'Aventura', 'Crimen', 'Drama', 'Suspense']","['Italian', 'Spanish', 'English']","['Ashley Judd', 'Samuel L. Jackson', 'Andy García', 'David Strathairn', 'Russell Wong', 'Mark Pellegrino', 'Camryn Manheim', 'Titus Welliver', 'D.W. Moffett', 'Richard T. Jones']",False,110,2004-02-27,Ya en cines,['US'],5.552,496,40954603,50000000,-9045397,13572
4006,"Lie with Me, el diario íntimo de Leila",Lie with Me,['Drama'],"['English', 'Spanish']","['Lauren Lee Smith', 'Eric Balfour', 'Polly Shannon', 'Mayko Nguyen', 'Michael Facciolo', 'Kate Lynch', 'Ron White', 'Kristin Lehman', 'Don Francks', 'Richard Chevolleau']",False,93,2005-09-10,Ya en cines,"['CA', 'US']",5.173,254,0,2200000,-2200000,14174
4007,Barbie Fairytopía: Mermaidia,Barbie Fairytopia: Mermaidia,"['Animación', 'Familia', 'Aventura', 'Fantasía']",['English'],"['Kelly Sheridan', 'Lee Tockar', 'Christopher Gaze', 'Kathleen Barr', 'Chiara Zanni', 'Andrea Libman', 'Brittney Wilson', 'Pam Hyatt', 'Tabitha St. Germain', 'Venus Terzo']",True,75,2006-03-14,Ya en cines,['US'],6.8,672,0,0,0,13285
4008,Song to Song,Song to Song,"['Romance', 'Drama', 'Música']",['English'],"['Ryan Gosling', 'Rooney Mara', 'Michael Fassbender', 'Natalie Portman', 'Cate Blanchett', 'Holly Hunter', 'Bérénice Marlohe', 'Val Kilmer', 'Lykke Li', 'Patti Smith']",False,129,2017-03-17,Ya en cines,['US'],5.464,827,1710528,10000000,-8289472,330947
4009,Premonition (7 días),Premonition,"['Suspense', 'Drama', 'Misterio']",['English'],"['Sandra Bullock', 'Julian McMahon', 'Courtney Taylor Burness', 'Shyann McClure', 'Nia Long', 'Kate Nelligan', 'Amber Valletta', 'Laurel Whitsett', 'Marc Macaulay', 'Ritchie Montgomery']",False,110,2007-02-08,Ya en cines,['US'],6.295,1495,84297309,20000000,64297309,9963
