,Título,Título_original,Genero,Idioma,Actores,Colección/Saga,Duración(min),Lanzamiento,Estado,Origen,Nota,Votos,Ingresos,Presupuesto,Beneficios,id
0,Godzilla y Kong: El nuevo imperio,Godzilla x Kong: The New Empire,"['Acción', 'Ciencia ficción', 'Aventura']",['English'],"['Rebecca Hall', 'Brian Tyree Henry', 'Dan Stevens', 'Kaylee Hottle', 'Alex Ferns', 'Fala Chen', 'Rachel House', 'Ron Smyck', 'Chantelle Jamieson', 'Greg Hatton']",True,115,2024-03-27,Ya en cines,['US'],6.466,957,546503756,150000000,396503756,823464
1,Ape vs. Mecha Ape,Ape vs. Mecha Ape,"['Acción', 'Ciencia ficción']",['English'],"['Tom Arnold', 'Eugenia Kuzmina', 'Corbin Timbrook', 'Jack Pearson', 'Brendan Petrizzo', 'Xander Bailey', 'Lindsey Marie Wilson', 'Lisa Lee', 'Maureen Kedes', 'Sady Diallo']",True,80,2023-03-24,Ya en cines,['US'],5.214,117,0,0,0,1094844
2,Godzilla Minus One,ゴジラ-1.0,"['Ciencia ficción', 'Terror', 'Acción']","['English', 'Japanese']","['Ryunosuke Kamiki', 'Minami Hamabe', 'Yuki Yamada', 'Munetaka Aoki', 'Hidetaka Yoshioka', 'Sakura Ando', 'Kuranosuke Sasaki', 'Saki Nakatani', 'Mio Tanaka', 'Yuya Endo']",False,125,2023-11-03,Ya en cines,['JP'],7.844,747,115857413,15000000,100857413,940721
3,Atrapados en el abismo,No Way Up,"['Acción', 'Terror', 'Suspense']",['English'],"['Colm Meaney', 'Phyllis Logan', 'Sophie McIntosh', 'Will Attenborough', 'Jeremias Amoore', 'Manuel Pacific', 'Grace Nettle', 'James Carroll Jordan', 'David J Biscoe', 'David Samartin']",False,90,2024-01-18,Ya en cines,['GB'],6.4,603,0,0,0,1096197
4,Kung Fu Panda 4,Kung Fu Panda 4,"['Animación', 'Acción', 'Familia', 'Comedia', 'Fantasía']",['English'],"['Jack Black', 'Awkwafina', 'Viola Davis', 'Dustin Hoffman', 'Bryan Cranston', 'James Hong', 'Ian McShane', 'Ke Huy Quan', 'Ronny Chieng', 'Lori Tan Chinn']",True,94,2024-03-02,Ya en cines,['US'],7.105,1527,520540090,85000000,435540090,1011985
5,Rebel Moon (Parte Dos): La Guerrera Que Deja Marcas,Rebel Moon - Part Two: The Scargiver,"['Ciencia ficción', 'Acción', 'Drama']",['English'],"['Sofia Boutella', 'Michiel Huisman', 'Ed Skrein', 'Djimon Hounsou', 'Bae Doona', 'Staz Nair', 'Elise Duffy', 'Anthony Hopkins', 'Cleopatra Coleman', 'Fra Fee']",True,123,2024-04-19,Ya en cines,['US'],6.131,676,0,83000000,-83000000,934632
6,Dune: Parte dos,Dune: Part Two,"['Ciencia ficción', 'Aventura']",['English'],"['Timothée Chalamet', 'Zendaya', 'Rebecca Ferguson', 'Javier Bardem', 'Josh Brolin', 'Austin Butler', 'Florence Pugh', 'Dave Bautista', 'Christopher Walken', 'Léa Seydoux']",True,167,2024-02-27,Ya en cines,['US'],8.214,3690,704300257,190000000,514300257,693134
7,Immaculate,Immaculate,"['Terror', 'Misterio', 'Suspense']","['English', 'Italian']","['Sydney Sweeney', 'Álvaro Morte', 'Benedetta Porcaroli', 'Dora Romano', 'Giorgio Colangeli', 'Simona Tabasco', 'Giampiero Judica', 'Niccolò Senni', 'Giulia Heathfield Di Renzi', 'Giampiero Judica']",False,89,2024-03-20,Ya en cines,['US'],6.169,403,22314913,9000000,13314913,1041613
8,Los tres mosqueteros: Milady,Les trois mousquetaires : Milady,"['Aventura', 'Acción', 'Drama']",['French'],"['François Civil', 'Vincent Cassel', 'Romain Duris', 'Pio Marmaï', 'Eva Green', 'Lyna Khoudri', 'Louis Garrel', 'Vicky Krieps', 'Jacob Fortune-Lloyd', 'Eric Ruf']",True,121,2023-12-13,Ya en cines,['FR'],6.51,382,21730766,39000000,-17269234,845111
9,El reino del planeta de los simios,Kingdom of the Planet of the Apes,"['Ciencia ficción', 'Aventura', 'Acción']",['English'],"['Owen Teague', 'Freya Allan', 'Kevin Durand', 'Peter Macon', 'William H. Macy', 'Eka Darville', 'Travis Jeffery', 'Neil Sandilands', 'Sara Wiseman', ""Ras-Samuel Welda'abzgi""]",True,145,2024-05-08,Ya en cines,['US'],7.152,23,0,0,0,653346
10,Spitfire Over Berlin,Spitfire Over Berlin,"['Bélica', 'Acción', 'Historia']",['English'],"['Kris Saddler', 'Tom Gordon', 'David Dobson', 'Vin Hawke']",False,80,2022-05-13,Ya en cines,['US'],3.8,18,0,0,0,976906
11,La noche que volvimos a casa,The Night They Came Home,"['Western', 'Suspense', 'Acción']",['English'],"['Brian Austin Green', 'Tim Abell', 'Charlie N. Townsend', 'Danny Trejo', 'Robert Carradine', 'Jesse Kove', 'Kelsey Reinhardt', 'Kassius Marcil-Green', 'Weston Cage Coppola', 'Peter Sherayko']",False,105,2024-01-12,Ya en cines,['US'],5.833,15,0,0,0,1216299
12,Alienoid,외계+인 1부,"['Ciencia ficción', 'Acción', 'Fantasía', 'Aventura']",['Korean'],"['Ryu Jun-yeol', 'Kim Woo-bin', 'Kim Tae-ri', 'So Ji-sub', 'Yum Jung-ah', 'Jo Woo-jin', 'Kim Eui-sung', 'Lee Ha-nee', 'Shin Jung-keun', 'Lee Si-hoon']",True,142,2022-07-20,Ya en cines,['KR'],6.818,313,12600000,24500000,-11900000,601796
13,Fighter,फाइटर,"['Acción', 'Suspense', 'Bélica']",['Hindi'],"['Hrithik Roshan', 'Samarth Ror', 'Deepika Padukone', 'Anil Kapoor', 'Karan Singh Grover', 'Sanjeeda Sheikh', 'Akshay Oberoi', 'Rishabh Sawhney', 'Ashutosh Rana', 'Sharib Hashmi']",False,160,2024-01-24,Ya en cines,['IN'],5.287,68,43160558,30069500,13091058,784651
14,Garfield: La película,The Garfield Movie,"['Animación', 'Comedia', 'Familia']",['English'],"['Chris Pratt', 'Samuel L. Jackson', 'Harvey Guillén', 'Nicholas Hoult', 'Hannah Waddingham', 'Brett Goldstein', 'Bowen Yang', 'Ving Rhames', 'Cecily Strong', 'Janelle James']",False,101,2024-04-30,Ya en cines,"['GB', 'US']",6.295,39,22000000,0,22000000,748783
15,Migración. Un viaje patas arriba,Migration,"['Animación', 'Acción', 'Aventura', 'Comedia', 'Familia']",['English'],"['Kumail Nanjiani', 'Elizabeth Banks', 'Caspar Jennings', 'Tresi Gazal', 'Awkwafina', 'Carol Kane', 'Keegan-Michael Key', 'Danny DeVito', 'David Mitchell', 'Isabela Merced']",False,83,2023-12-06,Ya en cines,['US'],7.481,1297,297404638,72000000,225404638,940551
16,Sayen: La cazadora,Sayen: La cazadora,"['Acción', 'Suspense']",['Spanish'],"['Rallén Montenegro', 'Aarón Díaz', 'Eva De Dominici', 'Alfredo Castro', 'Eyal Meyer', 'Amalia Kassai', 'Dindi Jane', 'Steevens Benjamin', 'Camilo Arancibia']",True,88,2024-04-26,Ya en cines,['CL'],6.6,18,0,0,0,850888
17,La idea de tenerte,The Idea of You,"['Romance', 'Comedia', 'Música']",['English'],"['Anne Hathaway', 'Nicholas Galitzine', 'Ella Rubin', 'Annie Mumolo', 'Reid Scott', 'Perry Mattfeld', 'Jordan Aaron Hall', 'Mathilda Gianopoulos', 'Meg Millidge', 'Cheech Manohar']",False,116,2024-05-02,Ya en cines,['US'],7.588,374,0,0,0,843527
18,Monster's Battlefield,异兽战场,['Ciencia ficción'],['Mandarin'],"['Zhang Meng', 'Li Ning', 'Gu Jing']",False,83,2021-12-27,Ya en cines,['CN'],3.0,1,0,0,0,920342
19,Vermin: La plaga,Vermines,['Terror'],['French'],"['Théo Christine', 'Sofia Lesaffre', 'Finnegan Oldfield', 'Jérôme Niel', 'Lisa Nyarko', 'Marie-Philomène Nga', 'Emmanuel Bonami', 'Abdellah Moundy', 'Mahamadou Sangaré', 'Xing Xing Cheng']",False,106,2023-12-27,Ya en cines,['FR'],6.956,171,2110014,0,2110014,1063879
20,578: Phát Đạn Của Kẻ Điên,578: Phát Đạn Của Kẻ Điên,"['Acción', 'Suspense']","['English', 'Vietnamese']","['Alexandre Nguyen', ""H'Hen Niê"", 'Hoàng Phúc', 'Ngọc Tình', 'Tuấn Hạc', 'Jessica Minh Anh', 'Nguyễn Lâm Thảo Tâm', 'Thanh Thảo', 'Minh Quang Nguyễn']",False,108,2022-05-20,Ya en cines,['VN'],5.607,28,0,0,0,821937
21,Madame Web,Madame Web,"['Acción', 'Fantasía']",['English'],"['Dakota Johnson', 'Sydney Sweeney', 'Isabela Merced', ""Celeste O'Connor"", 'Tahar Rahim', 'Kerry Bishé', 'Adam Scott', 'Emma Roberts', 'Mike Epps', 'Zosia Mamet']",False,116,2024-02-14,Ya en cines,['US'],5.605,1224,100298817,80000000,20298817,634492
22,Arthur,Arthur the King,"['Drama', 'Aventura']","['English', 'Spanish']","['Mark Wahlberg', 'Nathalie Emmanuel', 'Simu Liu', 'Ali Suliman', 'Juliet Rylance', 'Bear Grylls', 'Michael Landes', 'Paul Guilfoyle', 'Rob Collins', 'Elizabeth Chahin']",False,107,2024-03-15,Ya en cines,['US'],6.827,104,31649885,19000000,12649885,618588
23,Road House (De profesión: duro),Road House,"['Acción', 'Suspense']",['English'],"['Jake Gyllenhaal', 'Daniela Melchior', 'Billy Magnussen', 'Jessica Williams', 'Joaquim de Almeida', 'Hannah Love Lanier', 'J. D. Pardo', 'Arturo Castro', 'Conor McGregor', 'B.K. Cannon']",False,114,2024-03-08,Ya en cines,['US'],7.018,1684,0,85000000,-85000000,359410
24,Damaged,Damaged,"['Acción', 'Crimen', 'Suspense']",['English'],"['Samuel L. Jackson', 'Vincent Cassel', 'Gianni Capaldi', 'Kate Dickie', 'John Hannah', 'Laura Haddock', 'Brian McCardie', 'Samantha Coughlan', 'Nicolette McKeown', 'Mark Holden']",False,98,2024-04-12,Ya en cines,['US'],4.8,76,0,0,0,1105407
25,Return of Special Forces V,特种兵归来之绝地营救,['Acción'],['Mandarin'],"['Fu Cheng Peng', 'Zhao Xun', 'Sun Anqi', 'Yang Tongshu', 'Emile Amro', 'Fei Liqi', 'Lan Sun', 'Wang Guanqi']",False,97,2021-07-10,Ya en cines,['CN'],6.0,1,0,0,0,865921
26,Breathe,Breathe,"['Ciencia ficción', 'Misterio', 'Suspense']",['English'],"['Jennifer Hudson', 'Milla Jovovich', 'Quvenzhané Wallis', 'Common', 'Sam Worthington', 'Raúl Castillo', 'James Saito', 'Dan Martin', 'Madison Latham']",False,93,2024-04-04,Ya en cines,['US'],4.992,64,0,0,0,720321
27,Oppenheimer,Oppenheimer,"['Drama', 'Historia']","['Dutch', 'English']","['Cillian Murphy', 'Emily Blunt', 'Matt Damon', 'Robert Downey Jr.', 'Florence Pugh', 'Josh Hartnett', 'Casey Affleck', 'Rami Malek', 'Kenneth Branagh', 'Benny Safdie']",False,181,2023-07-19,Ya en cines,['US'],8.104,7926,952000000,100000000,852000000,872585
28,El salario del miedo,Le salaire de la peur,"['Acción', 'Suspense']",['French'],"['Franck Gastambide', 'Alban Lenoir', 'Ana Girardot', 'Sofiane Zermani', 'Astrid Whettnall', 'Bakary Diombera', 'Alka Matewa', 'Rabie Kati', 'Joseph Beddelem', 'Brice Bexter']",False,107,2024-03-28,Ya en cines,['FR'],5.751,217,0,0,0,984324
29,Fast & Furious X,Fast X,"['Acción', 'Crimen', 'Suspense']",['English'],"['Vin Diesel', 'Michelle Rodriguez', 'Tyrese Gibson', 'Ludacris', 'John Cena', 'Nathalie Emmanuel', 'Jordana Brewster', 'Sung Kang', 'Jason Momoa', 'Scott Eastwood']",True,141,2023-05-17,Ya en cines,['US'],7.124,5128,704709660,340000000,364709660,385687
30,Civil War,Civil War,"['Bélica', 'Acción', 'Drama']",['English'],"['Kirsten Dunst', 'Wagner Moura', 'Cailee Spaeny', 'Stephen McKinley Henderson', 'Nelson Lee', 'Nick Offerman', 'Jefferson White', 'Evan Lai', 'Vince Pisani', 'Justin James Boykin']",False,109,2024-04-10,Ya en cines,['GB'],7.406,599,95684707,50000000,45684707,929590
31,Dune,Dune,"['Ciencia ficción', 'Aventura']","['Mandarin', 'English']","['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac', 'Jason Momoa', 'Josh Brolin', 'Stellan Skarsgård', 'Stephen McKinley Henderson', 'Javier Bardem', 'Sharon Duncan-Brewster', 'Chang Chen']",True,155,2021-09-15,Ya en cines,['US'],7.78,11527,407573628,165000000,242573628,438631
32,Hachiko,忠犬八公,"['Drama', 'Familia']",['Mandarin'],"['Feng Xiaogang', 'Joan Chen', 'Bai Jugang', 'Huang Chutong', 'Bo Qian']",False,124,2023-03-31,Ya en cines,['CN'],7.5,20,42423217,0,42423217,1107387
33,Outsource,Outsource,"['Acción', 'Comedia']",['English'],"['Bashar Atiyat', 'Bashar Atiyat', 'Noel Blanco', 'Thais Buchner']",False,102,2022-01-18,Ya en cines,['AE'],2.3,11,0,0,0,942047
34,Batman,The Batman,"['Crimen', 'Misterio', 'Suspense']",['English'],"['Robert Pattinson', 'Zoë Kravitz', 'Paul Dano', 'Jeffrey Wright', 'John Turturro', 'Peter Sarsgaard', 'Andy Serkis', 'Colin Farrell', 'Jayme Lawson', 'Gil Perez-Abraham']",True,176,2022-03-01,Ya en cines,['US'],7.683,9522,771000000,185000000,586000000,414906
35,"Liga de la Justicia: Crisis en Tierras Infinitas, parte 2",Justice League: Crisis on Infinite Earths Part Two,"['Animación', 'Ciencia ficción', 'Acción']",['English'],"['Jensen Ackles', 'Darren Criss', 'Meg Donnelly', 'Stana Katic', 'Jonathan Adams', 'Gideon Adlon', 'Geoffrey Arend', 'Troy Baker', 'Zach Callison', 'Darin De Paul']",True,94,2024-04-22,Ya en cines,['US'],6.4,57,0,0,0,1209288
36,Un père idéal,Un père idéal,"['Drama', 'Película de TV']",['French'],"['Laurent Gerra', 'Eddy Mitchell', 'Laure-Lucille Simon', 'Jérôme Kircher', 'Tess Barthélémy', 'Bérangère Bonvoisin', 'Denez Raoul', 'Alice Aliaga', 'Rufus']",False,0,2024-04-21,Ya en cines,['FR'],0.0,0,0,0,0,1219685
37,After the Pandemic,After the Pandemic,"['Ciencia ficción', 'Acción']",['English'],"['Lelyn Mac', 'Eve James', 'Kannon Smith', 'Juniper Preacher', 'Derek Sneddon', 'Alex McCormick', 'Gu Sewen', 'Virginia Fivas', 'Leslie Ldmaw']",False,84,2022-03-01,Ya en cines,['US'],4.8,57,0,0,0,935271
38,Barbie,Barbie,"['Comedia', 'Aventura']",['English'],"['Margot Robbie', 'Ryan Gosling', 'America Ferrera', 'Ariana Greenblatt', 'Issa Rae', 'Kate McKinnon', 'Alexandra Shipp', 'Emma Mackey', 'Hari Nef', 'Sharon Rooney']",False,114,2023-07-19,Ya en cines,['US'],7.069,8180,1445638421,145000000,1300638421,346698
39,Interstellar,Interstellar,"['Aventura', 'Drama', 'Ciencia ficción']",['English'],"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Michael Caine', 'Bill Irwin', 'Ellen Burstyn', 'Mackenzie Foy', 'Casey Affleck', 'John Lithgow', 'Wes Bentley']",False,169,2014-11-05,Ya en cines,['US'],8.434,34266,701729206,165000000,536729206,157336
40,La guerra de las galaxias,Star Wars,"['Aventura', 'Acción', 'Ciencia ficción']",['English'],"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness', 'Anthony Daniels', 'Kenny Baker', 'Peter Mayhew', 'David Prowse', 'James Earl Jones']",True,121,1977-05-25,Ya en cines,['US'],8.203,19963,775398007,11000000,764398007,11
41,Matrix,The Matrix,"['Acción', 'Ciencia ficción']",['English'],"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Gloria Foster', 'Joe Pantoliano', 'Marcus Chong', 'Julian Arahanga', 'Matt Doran', 'Belinda McClory']",True,138,1999-03-31,Ya en cines,['US'],8.214,24842,463517383,63000000,400517383,603
42,xXx,xXx,"['Acción', 'Aventura', 'Suspense', 'Crimen']","['Czech', 'English', 'German', 'Spanish', 'Russian']","['Vin Diesel', 'Asia Argento', 'Marton Csokas', 'Samuel L. Jackson', 'Michael Roof', 'Richy Müller', 'Werner Daehn', 'Petr Jákl', 'Jan Filipenský', 'Tom Everett']",True,124,2002-08-09,Ya en cines,['US'],5.933,4031,277500000,70000000,207500000,7451
43,Deadpool,Deadpool,"['Acción', 'Aventura', 'Comedia']",['English'],"['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T.J. Miller', 'Gina Carano', 'Leslie Uggams', 'Brianna Hildebrand', 'Karan Soni', 'Jed Rees', 'Stefan Kapičić']",True,109,2016-02-09,Ya en cines,['US'],7.612,29839,782837347,58000000,724837347,293660
44,El amanecer del planeta de los simios,Dawn of the Planet of the Apes,"['Ciencia ficción', 'Acción', 'Drama', 'Suspense']",['English'],"['Andy Serkis', 'Jason Clarke', 'Gary Oldman', 'Keri Russell', 'Toby Kebbell', 'Kodi Smit-McPhee', 'Judy Greer', 'Nick Thurston', 'Terry Notary', 'Karin Konoval']",True,130,2014-07-08,Ya en cines,['US'],7.314,10772,710600000,170000000,540600000,119450
45,Joker,Joker,"['Crimen', 'Suspense', 'Drama']",['English'],"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz', 'Frances Conroy', 'Brett Cullen', 'Shea Whigham', 'Bill Camp', 'Glenn Fleshler', 'Leigh Gill', 'Josh Pais']",True,122,2019-10-01,Ya en cines,['US'],8.162,24524,1078958629,55000000,1023958629,475557
46,Cazafantasmas,Ghostbusters,"['Acción', 'Fantasía', 'Comedia']",['English'],"['Kristen Wiig', 'Melissa McCarthy', 'Kate McKinnon', 'Leslie Jones', 'Chris Hemsworth', 'Neil Casey', 'Charles Dance', 'Michael Kenneth Williams', 'Cecily Strong', 'Andy García']",False,116,2016-07-14,Ya en cines,['US'],5.359,6199,229147509,144000000,85147509,43074
47,Thor: Ragnarok,Thor: Ragnarok,"['Acción', 'Aventura', 'Ciencia ficción']",['English'],"['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett', 'Tessa Thompson', 'Jeff Goldblum', 'Idris Elba', 'Karl Urban', 'Mark Ruffalo', 'Anthony Hopkins', 'Benedict Cumberbatch']",True,131,2017-10-02,Ya en cines,['US'],7.592,20180,855301806,180000000,675301806,284053
48,Terminator,The Terminator,"['Acción', 'Suspense', 'Ciencia ficción']","['English', 'Spanish']","['Arnold Schwarzenegger', 'Michael Biehn', 'Linda Hamilton', 'Lance Henriksen', 'Paul Winfield', 'Bess Motta', 'Rick Rossovich', 'Earl Boen', 'Dick Miller', 'Shawn Schepps']",True,108,1984-10-26,Ya en cines,['US'],7.663,12506,78371200,6400000,71971200,218
49,Flash,The Flash,"['Acción', 'Aventura', 'Ciencia ficción']","['English', 'Spanish', 'Russian']","['Ezra Miller', 'Sasha Calle', 'Michael Keaton', 'Michael Shannon', 'Ron Livingston', 'Maribel Verdú', 'Kiersey Clemons', 'Antje Traue', 'Saoirse-Monica Jackson', 'Rudy Mancuso', 'Ezra Miller', 'Sasha Calle', 'Michael Keaton', 'Michael Shannon', 'Ron Livingston', 'Maribel Verdú', 'Kiersey Clemons', 'Antje Traue', 'Saoirse-Monica Jackson', 'Rudy Mancuso']",False,144,2023-06-13,Ya en cines,['US'],6.7,3861,271333313,220000000,51333313,298618
50,El especialista,The Fall Guy,"['Acción', 'Comedia']","['English', 'French']","['Ryan Gosling', 'Emily Blunt', 'Aaron Taylor-Johnson', 'Hannah Waddingham', 'Teresa Palmer', 'Stephanie Hsu', 'Winston Duke', 'Ben Knight', 'Matuse Paz', 'Adam Dunn']",False,126,2024-04-24,Ya en cines,['US'],7.4,232,65403000,125000000,-59597000,746036
51,"Alien, el octavo pasajero",Alien,"['Terror', 'Ciencia ficción']","['English', 'Spanish']","['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright', 'Harry Dean Stanton', 'John Hurt', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton', 'Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright', 'Harry Dean Stanton', 'John Hurt', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton']",True,117,1979-05-25,Ya en cines,"['GB', 'US']",8.153,13909,104931801,11000000,93931801,348
52,El corazón del cazador,Heart of the Hunter,"['Acción', 'Misterio', 'Suspense']",['English'],"['Bonko Khoza', 'Connie Ferguson', 'Masasa Mbangeni', 'Tim Theron', 'Peter Butler', 'Nicole Fortuin', 'Sisanda Henna', 'Milan Murray', 'Deon Coetzee', 'Wanda Banda', 'Bonko Khoza', 'Connie Ferguson', 'Masasa Mbangeni', 'Tim Theron', 'Peter Butler', 'Nicole Fortuin', 'Sisanda Henna', 'Milan Murray', 'Deon Coetzee', 'Wanda Banda']",False,108,2024-03-28,Ya en cines,['ZA'],5.95,80,0,0,0,1181548
53,Wish: El poder de los deseos,Wish,"['Animación', 'Familia', 'Fantasía', 'Aventura']",['English'],"['Ariana DeBose', 'Chris Pine', 'Alan Tudyk', 'Angelique Cabral', 'Victor Garber', 'Natasha Rothwell', 'Jennifer Kumiyama', 'Harvey Guillén', 'Niko Vargas', 'Evan Peters', 'Ariana DeBose', 'Chris Pine', 'Alan Tudyk', 'Angelique Cabral', 'Victor Garber', 'Natasha Rothwell', 'Jennifer Kumiyama', 'Harvey Guillén', 'Niko Vargas', 'Evan Peters']",False,95,2023-11-13,Ya en cines,['US'],6.466,1163,251720820,175000000,76720820,1022796
54,Red,Turning Red,"['Animación', 'Familia', 'Comedia', 'Fantasía']","['Cantonese', 'Mandarin', 'Korean', 'French', 'English']","['Rosalie Chiang', 'Sandra Oh', 'Ava Morse', 'Hyein Park', 'Maitreyi Ramakrishnan', 'Orion Lee', 'Wai Ching Ho', 'Tristan Allerick Chen', 'James Hong', 'Lori Tan Chinn']",False,100,2022-03-10,Ya en cines,['US'],7.39,4931,21328962,175000000,-153671038,508947
55,Logan,Logan,"['Acción', 'Drama', 'Ciencia ficción']","['English', 'Spanish']","['Hugh Jackman', 'Dafne Keen', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook', 'Stephen Merchant', 'Richard E. Grant', 'Stephen Dunlevy', 'Eriq La Salle', 'Elise Neal', 'Hugh Jackman', 'Dafne Keen', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook', 'Stephen Merchant', 'Richard E. Grant', 'Stephen Dunlevy', 'Eriq La Salle', 'Elise Neal']",True,137,2017-02-28,Ya en cines,['US'],7.817,18662,619021436,97000000,522021436,263115
56,Iron Man 2,Iron Man 2,"['Aventura', 'Acción', 'Ciencia ficción']","['English', 'Russian', 'French']","['Robert Downey Jr.', 'Mickey Rourke', 'Don Cheadle', 'Gwyneth Paltrow', 'Sam Rockwell', 'Scarlett Johansson', 'Samuel L. Jackson', 'Jon Favreau', 'Garry Shandling', 'John Slattery', 'Robert Downey Jr.', 'Mickey Rourke', 'Don Cheadle', 'Gwyneth Paltrow', 'Sam Rockwell', 'Scarlett Johansson', 'Samuel L. Jackson', 'Jon Favreau', 'Garry Shandling', 'John Slattery']",True,125,2010-04-28,Ya en cines,['US'],6.839,20416,623933331,200000000,423933331,10138
57,Capitana Marvel,Captain Marvel,"['Acción', 'Aventura', 'Ciencia ficción']",['English'],"['Brie Larson', 'Samuel L. Jackson', 'Ben Mendelsohn', 'Jude Law', 'Annette Bening', 'Djimon Hounsou', 'Lee Pace', 'Lashana Lynch', 'Gemma Chan', 'Clark Gregg', 'Brie Larson', 'Samuel L. Jackson', 'Ben Mendelsohn', 'Jude Law', 'Annette Bening', 'Djimon Hounsou', 'Lee Pace', 'Lashana Lynch', 'Gemma Chan', 'Clark Gregg']",True,125,2019-03-06,Ya en cines,['US'],6.824,15247,1131416446,152000000,979416446,299537
58,X-Men: Fénix oscura,Dark Phoenix,"['Ciencia ficción', 'Acción', 'Aventura']","['English', 'Portuguese', 'Russian']","['Sophie Turner', 'James McAvoy', 'Nicholas Hoult', 'Tye Sheridan', 'Michael Fassbender', 'Alexandra Shipp', 'Evan Peters', 'Jessica Chastain', 'Kodi Smit-McPhee', 'Jennifer Lawrence', 'Sophie Turner', 'James McAvoy', 'Nicholas Hoult', 'Tye Sheridan', 'Michael Fassbender', 'Alexandra Shipp', 'Evan Peters', 'Jessica Chastain', 'Kodi Smit-McPhee', 'Jennifer Lawrence']",True,116,2019-06-05,Ya en cines,['US'],5.976,6231,252442974,200000000,52442974,320288
59,Tenet,Tenet,"['Acción', 'Suspense', 'Ciencia ficción']","['English', 'Estonian']","['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Kenneth Branagh', 'Dimple Kapadia', 'Himesh Patel', 'Aaron Taylor-Johnson', 'Michael Caine', 'Clémence Poésy', 'Martin Donovan', 'John David Washington', 'Robert Pattinson', 'Elizabeth Debicki', 'Kenneth Branagh', 'Dimple Kapadia', 'Himesh Patel', 'Aaron Taylor-Johnson', 'Michael Caine', 'Clémence Poésy', 'Martin Donovan']",False,155,2020-08-22,Ya en cines,"['US', 'GB']",7.2,9359,365304105,205000000,160304105,577922
60,Beekeeper: El protector,The Beekeeper,"['Acción', 'Suspense', 'Drama']",['English'],"['Jason Statham', 'Emmy Raver-Lampman', 'Bobby Naderi', 'Josh Hutcherson', 'Jeremy Irons', 'Taylor James', 'Phylicia Rashād', 'Jemma Redgrave', 'Minnie Driver', 'Sophia Feliciano', 'Jason Statham', 'Emmy Raver-Lampman', 'Bobby Naderi', 'Josh Hutcherson', 'Jeremy Irons', 'Taylor James', 'Phylicia Rashād', 'Jemma Redgrave', 'Minnie Driver', 'Sophia Feliciano']",False,105,2024-01-08,Ya en cines,['US'],7.438,2256,151417661,35000000,116417661,866398
61,La maldición de David,Dear David,"['Terror', 'Suspense']",['English'],"['Augustus Prew', 'Andrea Bang', 'Justin Long', 'René Escobar Jr.', 'Cameron Nicoll', 'Jarrett Siddall', 'Rachel Wilson', 'David Tompa', 'Tricia Black', 'Sarah Swire', 'Augustus Prew', 'Andrea Bang', 'Justin Long', 'René Escobar Jr.', 'Cameron Nicoll', 'Jarrett Siddall', 'Rachel Wilson', 'David Tompa', 'Tricia Black', 'Sarah Swire']",False,94,2023-10-13,Ya en cines,['US'],4.4,38,0,0,0,609768
62,Wonder Woman,Wonder Woman,"['Acción', 'Aventura', 'Fantasía']","['German', 'English']","['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Eugene Brave Rock', 'Lucy Davis', 'Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Eugene Brave Rock', 'Lucy Davis']",True,141,2017-05-30,Ya en cines,['US'],7.228,19490,823970682,149000000,674970682,297762
63,Spectre,Spectre,"['Acción', 'Aventura', 'Suspense']","['French', 'English', 'Spanish', 'Italian', 'German']","['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes', 'Monica Bellucci', 'Ben Whishaw', 'Naomie Harris', 'Dave Bautista', 'Andrew Scott', 'Rory Kinnear', 'Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes', 'Monica Bellucci', 'Ben Whishaw', 'Naomie Harris', 'Dave Bautista', 'Andrew Scott', 'Rory Kinnear']",True,148,2015-10-26,Ya en cines,"['US', 'GB']",6.542,10215,880674609,245000000,635674609,206647
